zdroj,ID,titul_verbatim,normed,gpt_ais,obal,formát,typ materiálu,zvuk / sound (on box),zvukař_cleaned,díl,ozvučen dne,středisko,úsek,aparatura,materiál,číslo krabice,obsah_verbatim,recording_technical_cs,recording_secondary_cs,recording_tertiary_cs,recording_content_cs,recording_has_multiple_content,recording_language
NFA,p-101625,Spalovač mrtvol,Spalovač mrtvol,Spalovač mrtvol,metal box,35 mm,MB - ORWO (35 mm),-,,4,19.1.1969,-,-,studio II,CPR-I,FSB,mez pás hudba,mezinárodní pás,,,hudba,no,
NFA,p-101644,Spalovač mrtvol,Spalovač mrtvol,Spalovač mrtvol,metal box,35 mm,MB - ORWO (35 mm),-,,10,14.1.1969,-,-,studio II,-,FSB,mez pás hudba,mezinárodní pás,,,hudba,no,
NFA,p-101622,Spalovač mrtvol,Spalovač mrtvol,Spalovač mrtvol,metal box,35 mm,MB - ORWO (35 mm),-,,4; 6,9.12.1966,-,-,Evropa,CPR-I,FSB,mezinár pás vormix - ruchy,mezinárodní pás,vormix,,ruchy,no,
NFA,p-101642,Spalovač mrtvol,Spalovač mrtvol,Spalovač mrtvol,metal box,35 mm,MB - ORWO (35 mm),-,,12,14.1.1969,-,-,studio II,CPR-I,FSB,mez pás hudba,mezinárodní pás,,,hudba,no,
MWA,P204049,Spalovač mrtvol,Spalovač mrtvol,Spalovač mrtvol,paper box,35 mm,ORWO 207LN,,#N/A,7;8,13.3.1991,,,Přepisové studio,,,mez. pás ruchy,mezinárodní pás,,,ruchy,no,
MWA,P204038,Spalovač mrtvol,Spalovač mrtvol,Spalovač mrtvol,paper box,35 mm,ORWO 207LN,,#N/A,11;12,13.3.1991,,,Přepisové studio,,,mez. pás hudba,mezinárodní pás,,,hudba,no,
NFA,p-100081,Splašené čepice,Splašené čepice,Splašené čepice,paper box,35 mm,ORWO 207 LN,-,,1; 2,7.9.,-,-,Evropa,-,-,mezinár. pás,mezinárodní pás,,,,no,
NFA,p-100433,Splněný sen,Splněný sen,Splněný sen,paper box,"1/​4""",Agfa PER 525,-,,-,-,studio J. Trnky,-,-,-,-,komentář mono,magnetický záznam,,mono,komentář,no,
NFA,p-100177,Spící krasavice,Spící krasavice,Šípková Růženka aneb Spící krasavice,metal box,35 mm,ORWO 202,Ing. Děták,Jaroslav Děták,1; 2,18.12.89,3242,č.f. 429801,-,-,-,mezmix,mezinárodní pás,,,,no,
NFA,p-100167,Spící krasavice,Spící krasavice,Šípková Růženka aneb Spící krasavice,metal box,35 mm,MB - ORWO (35 mm),Ing. Děták,Jaroslav Děták,1; 2,18.12.89,3242,č.f. 429801,-,-,-,mix,mix,,,,no,
NFA,p-100299,Staroměstský orloj,Staroměstský orloj,Staroměstský orloj,paper box,"1/​4""",Agfa PER 525,-,,-,16.06.76,-,-,-,-,-,"hudba, mono synchron",synchron,,mono,hudba,no,
NFA,p-100405,Staroměstský orloj,Staroměstský orloj,Staroměstský orloj,paper box,"1/​4""",Agfa PER 525,-,,-,16.6.1976,-,-,-,-,-,hudba synchron,synchron,,,hudba,no,
NFA,p-101063,Staroměstský orloj,Staroměstský orloj,Staroměstský orloj,metal box,35 mm,MB - ORWO (35 mm),-,,1; 2,19.4.1977,-,-,Evropa,CPR-I,KF,mix ruská verse,mix,verze,,,no,ru
MWA,P203701,Stav ztroskotání,Stav ztroskotání,Stav ztroskotání,metal can,35 mm,ORWO,,#N/A,3,10.12.1983,,,Evropa,CPR-I,,mix,mix,,,,no,
MWA,P203700,Stav ztroskotání,Stav ztroskotání,Stav ztroskotání,metal can,35 mm,ORWO,,#N/A,6,10.12.1983,,,Evropa,CPR-I,,mix,mix,,,,no,
MWA,P203699,Stav ztroskotání,Stav ztroskotání,Stav ztroskotání,metal can,35 mm,ORWO,,#N/A,7,"11.12.1983, 10.12.",,,Evropa,CPR-I,,mix,mix,,,,no,
MWA,P203698,Stav ztroskotání,Stav ztroskotání,Stav ztroskotání,metal can,35 mm,ORWO,,#N/A,2,10.12.1983,,,Evropa,CPR-I,,mix,mix,,,,no,
MWA,P203697,Stav ztroskotání,Stav ztroskotání,Stav ztroskotání,metal can,35 mm,ORWO,,#N/A,9,"11.12.1983, 10.12.",,,Evropa,CPR-I,,mix,mix,,,,no,
MWA,P203696,Stav ztroskotání,Stav ztroskotání,Stav ztroskotání,metal can,35 mm,ORWO,,#N/A,8,"11.12.1983, 10.12.",,,Evropa,CPR-I,,mix,mix,,,,no,
MWA,P203695,Stav ztroskotání,Stav ztroskotání,Stav ztroskotání,metal can,35 mm,ORWO,,#N/A,1,10.12.1983,,,Evropa,CPR-I,,mix,mix,,,,no,
MWA,P203806,Straka v hrsti,Straka v hrsti,Straka v hrsti,paper box,35 mm,ORWO 205LN,,#N/A,1;2,,,,Přepisové studio 16mm,,,přepis M. P. hudba,přepis,,,hudba,no,
MWA,P203320,Straka v hrsti,Straka v hrsti,Straka v hrsti,metal can,35 mm,,,#N/A,4,"28.12., 27.12.1983",,,Evropa,Ilford,,mix,mix,,,,no,
MWA,P203319,Straka v hrsti,Straka v hrsti,Straka v hrsti,metal can,35 mm,,,#N/A,8,29.12.1983,,,Evropa,Ilford,,mix,mix,,,,no,
MWA,P203318,Straka v hrsti,Straka v hrsti,Straka v hrsti,metal can,35 mm,ORWO,,#N/A,,30.12.,,,Evropa,CPR. I.,,,,,,,,
MWA,P203317,Straka v hrsti,Straka v hrsti,Straka v hrsti,metal can,35 mm,ORWO 202,ing. Jaroš,Karel Jaroš,1,29.12.1987,,,,,,mix,mix,,,,no,
MWA,P203316,Straka v hrsti,Straka v hrsti,Straka v hrsti,metal can,35 mm,,,#N/A,1,27.12.1983,,,Evropa,Ilford,,"mix, starý mix neplatí",mix,starý,,,no,
MWA,P203315,Straka v hrsti,Straka v hrsti,Straka v hrsti,metal can,35 mm,,,#N/A,5,"28.12., 27.12.1983",,,Evropa,Ilford,,mix,mix,,,,no,
MWA,P203805,Straka v hrsti,Straka v hrsti,Straka v hrsti,paper box,35 mm,ORWO,,#N/A,1;2,,,,Přepisové studio 16mm,,,přepis M. P. hudba + zpěv,přepis,,,hudba; zpěv,yes,
MWA,P203807,Straka v hrsti,Straka v hrsti,Straka v hrsti,paper box,35 mm,ORWO 206LN,,#N/A,9;10,,,,Přepisové studio 16mm,,,přepis mezinárodních pásů ruchy,přepis,,,ruchy,no,
MWA,P203808,Straka v hrsti,Straka v hrsti,Straka v hrsti,paper box,35 mm,ORWO 206LN,,#N/A,7;8,,,,Přepisové studio 16mm,,,přepis mezinárodních pásů hudba,přepis,,,hudba,no,
MWA,P203809,Straka v hrsti,Straka v hrsti,Straka v hrsti,paper box,35 mm,ORWO 205LN,,#N/A,5;6,,,,Přepisové studio 16mm,,,přepis mezinárodních pásů hudba,přepis,,,hudba,no,
MWA,P203810,Straka v hrsti,Straka v hrsti,Straka v hrsti,paper box,35 mm,ORWO 205LN,,#N/A,3;4,,,,Přepisové studio 16mm,,,přepis mezinárodních pásů hudba,přepis,,,hudba,no,
MWA,P203811,Straka v hrsti,Straka v hrsti,Straka v hrsti,paper box,35 mm,ORWO 205LN,,#N/A,9;10,,,,Přepisové studio 16mm,,,přepis mezinárodních pásů hudba,přepis,,,hudba,no,
MWA,P203314,Straka v hrsti,Straka v hrsti,Straka v hrsti,metal can,35 mm,,,#N/A,2,27.12.,,,Evropa,Ilford,,mix,mix,,,,no,
MWA,P203813,Straka v hrsti,Straka v hrsti,Straka v hrsti,paper box,35 mm,ORWO 205LN,,#N/A,6;7,,,,Přepisové studio 16mm,,,přepis mezinárodních pásů hudba + zpěv,přepis,,,hudba; zpěv,yes,
MWA,P203812,Straka v hrsti,Straka v hrsti,Straka v hrsti,paper box,35 mm,ORWO 205LN,,#N/A,1;2,,,,Přepisové studio 16mm,,,přepis mezinárodních pásů ruchy,přepis,,,ruchy,no,
MWA,P203321,Straka v hrsti,Straka v hrsti,Straka v hrsti,metal can,35 mm,,,#N/A,7,28.12.,,,Evropa,Ilford,,mix,mix,,,,no,
MWA,P203322,Straka v hrsti,Straka v hrsti,Straka v hrsti,metal can,35 mm,,,#N/A,6,"28.12., 27.12.1983",,,Evropa,Ilford,,mix,mix,,,,no,
NFA,p-100369,Strašení čmeláků,Strašení čmeláků,Strašení čmeláků,paper box,"1/​4""",LGR 30 P,-,,-,1.12.1977,-,-,-,-,-,hudba mono synchron,synchron,,mono,hudba,no,
NFA,p-101221,Strašení čmeláků,Strašení čmeláků,Strašení čmeláků,metal box,35 mm,MB - ORWO (35 mm),Ing. Astrug,Bejnamin Astrug,-,12.12.1977,3242,-,-,-,-,mez. mix (mix),mezinárodní pás,,,,no,
NFA,p-100808,Stromeček,Stromeček,Stromeček,paper box,35 mm,ORWO 205 LN,Ing. Děták,Jaroslav Děták,-,12.09.89,3242,č.f. 428008,-,-,-,přepis mix.,mix,přepis,,,no,
NFA,p-100223,Stromeček,Stromeček,Stromeček,metal box,35 mm,MB - ORWO (35 mm),Ing. Děták,Jaroslav Děták,-,12.09.89,3242,č.f. 428008,-,-,-,mix=mezmix,mezinárodní pás,,,,no,
NFA,p-100340,Strážce majáku,Strážce majáku,Strážce majáku,paper box,"1/​4""",PER 555,-,,-,-,-,-,-,-,-,hudba,magnetický záznam,,,hudba,no,
NFA,p-101222,Strážce majáku,Strážce majáku,Strážce majáku,metal box,35 mm,MB - ORWO (35 mm),-,,1; 2,20.01.1970,-,-,-,-,-,mix,mix,,,,no,
MWA,P200072,STRÁŽCE MAJÁKU,Strážce majáku,Strážce majáku,metal can,35 mm,MB - orwo (35 mm),-,,1;2,20.1.1970,-,-,-,-,-,mix,mix,,,,no,
MWA,P203056,Studentská láska,Studentská láska,Studentská láska,paper box,16 mm,ORWO 207 LN,Ing. Děták,Jaroslav Děták,2,20.3.1993,? Soták,č.f. 57/1314,,,,mez.mix.,mezinárodní pás,,,,no,
MWA,P204921,Studené předkrmy V. - mořské ryby,Studené předkrmy V.,Studené předkrmy,paper box,16 mm,Orwo 205LN,Ing. Děták,Jaroslav Děták,,22.12.1987,3282,,,,,Mezmix,mezinárodní pás,,,,no,
MWA,P204874,Studené předkrmy-sladkovodní ryby,Studené předkrmy,Studené předkrmy,paper box,16 mm,Orwo 205LN,Ing. Děták,Jaroslav Děták,,22.12.1987,3282,,,,,mezmix,mezinárodní pás,,,,no,
MWA,P203474,Stupně poražených,Stupně poražených,Stupně poražených,paper box,35 mm,ORWO 205LN,,#N/A,,31.3.,,,Evropa,,,mix,mix,,,,no,
MWA,P204077,Stín kapradiny,Stín kapradiny,Stín kapradiny,metal can,35 mm,,,#N/A,9;10,"28.11., 30.11.1984",,,Evropa,Ilford,,mix,mix,,,,no,
MWA,P204076,Stín kapradiny,Stín kapradiny,Stín kapradiny,metal can,35 mm,,,#N/A,5;6,"26.11., 30.11.1984",,,Evropa,Ilford,,mix,mix,,,,no,
MWA,P204075,Stín kapradiny,Stín kapradiny,Stín kapradiny,metal can,35 mm,,,#N/A,7;8,27.11.1984,,,Evropa,Ilford,,mix,mix,,,,no,
MWA,P203542,Stín kapradiny,Stín kapradiny,Stín kapradiny,metal can,35 mm,,,#N/A,3;4,"26.11., 30.11.1984",,,Evropa,Ilford,,mix,mix,,,,no,
MWA,P204074,Stín kapradiny,Stín kapradiny,Stín kapradiny,metal can,35 mm,,F. Fabián,,1;2,26.11. 1984,,,Evropa,Ilford,,mix,mix,,,,no,
MWA,P204677,SURPMO na Slovensku,SURPMO na Slovensku,SÚRPMO na Slovensku,metal can,35 mm,Pyral,p. Děták,,2,3.7.1990,3220,208105,,35 mm,,Mez. mix,mezinárodní pás,,,,no,
MWA,P204676,SURPMO na Slovensku,SURPMO na Slovensku,SÚRPMO na Slovensku,metal can,35 mm,Pyral,p. Děták,,1,3.7.1990,3220,208105,,35 mm,,Mez. mix,mezinárodní pás,,,,no,
NFA,p-100094,Svatba prasátek,Svatba prasátek,Svatba prasátek,metal box,35 mm,MB - ORWO (35 mm),Ing. Kacian,Jan Kacian,-,12.12.89,-,č.f. 418900,-,-,-,mix anglicky,mix,,,,no,en
NFA,p-101030,Svatba prasátek,Svatba prasátek,Svatba prasátek,metal box,35 mm,MB - Pyral (35 mm),Ing. Kacian,Jan Kacian,-,30.05.1990,3241,č.f. 416504,-,-,-,mix německy,mix,,,,no,de
NFA,p-100794,Svatba prasátek,Svatba prasátek,Svatba prasátek,paper box,35 mm,ORWO 205 LN,-,,-,08.11.88,-,-,-,-,-,originál hudba přepis,přepis,originál,,hudba,no,
NFA,p-101394,Svatba prasátek,Svatba prasátek,Svatba prasátek,paper box,35 mm,ORWO 205 LN,-,,-,22.12.89,3241,č.f. 418900,-,-,-,mix přepis česky,mix,přepis,,,no,cs
NFA,p-101401,Svatba prasátek,Svatba prasátek,Svatba prasátek,paper box,35 mm,ORWO 205 LN,ing. Kacian,Jan Kacian,-,22.12.89,3242,č.f. 418900,-,-,-,mix česky,mix,,,,no,cs
NFA,p-101126,Svatba prasátek,Svatba prasátek,Svatba prasátek,metal box,35 mm,MB - ORWO (35 mm),-,,-,-,-,-,-,-,-,"originál mezmix česky, anglicky",mezinárodní pás,originál,,,no,cs
NFA,p-101170,Svatba prasátek,Svatba prasátek,Svatba prasátek,metal box,35 mm,MB - ORWO (35 mm),-,,-,-,-,č.f. 418900,-,-,-,"hudba
přepis",přepis,,,hudba,no,
NFA,p-100949,Svatba prasátek,Svatba prasátek,Svatba prasátek,metal box,35 mm,MB - Pyral (35 mm),Ing. Kacian,Jan Kacian,-,25.05.1990,3241,-,-,-,-,komentař německy,magnetický záznam,,,komentář,no,de
MWA,P200058,SVATEBNÍ KOŠILE,SVATEBNÍ KOŠILE,Svatební košile,metal can,35 mm,MB - orwo (35 mm),-,,1;2,2.6.1978,3241,-,-,-,-,"mez mix, mezinárodní pás, hudba",mezinárodní pás,,,hudba,no,
NFA,p-100191,Svatební košile,SVATEBNÍ KOŠILE,Svatební košile,metal box,35 mm,MB - ORWO (35 mm),-,,1; 2,2.6.1978,-,-,-,-,-,"mezmix, hudba",mezinárodní pás,,,hudba,no,
NFA,p-100416,Svatební košile,SVATEBNÍ KOŠILE,Svatební košile,paper box,"1/​4""",Agfa PER 525,-,,-,26.5.1978,-,-,-,CPR-I,-,hudba mono,magnetický záznam,,mono,hudba,no,
MWA,P203190,Svět nic neví,Svět nic neví,Svět nic neví,paper box,35 mm,ORWO 205 LN,,#N/A,9;10,1.12.1987 (1988),,,Evropa,,,mezinár. pás ruchy,mezinárodní pás,,,ruchy,no,
MWA,P203189,Svět nic neví,Svět nic neví,Svět nic neví,paper box,35 mm,ORWO 205 LN,,#N/A,11;12,1.12.1987,,,Evropa,,,mezinár. pás ruchy,mezinárodní pás,,,ruchy,no,
MWA,P203188,Svět nic neví,Svět nic neví,Svět nic neví,paper box,35 mm,ORWO 205 LN,,#N/A,,2.12.1987 (1988),,,Evropa,,,mez. pás hudba,mezinárodní pás,,,hudba,no,
MWA,P203187,Svět nic neví,Svět nic neví,Svět nic neví,paper box,35 mm,ORWO 205 LN,,#N/A,7;8,26.11.1988,,,Evropa,,,mezinár. pás ruchy,mezinárodní pás,,,ruchy,no,
MWA,P203186,Svět nic neví,Svět nic neví,Svět nic neví,paper box,35 mm,ORWO 205 LN,,#N/A,,2.12.1987,,,Evropa,,,mix,mix,,,,no,
MWA,P203965,Svět nic neví,Svět nic neví,Svět nic neví,metal can,35 mm,Pyral,,#N/A,9;10,"27.11., 4.12.1987",,,Evropa,,,mix,mix,,,,no,
MWA,P204229,Svět nic neví,Svět nic neví,Svět nic neví,metal can,35 mm,,J. Moudrý,Jiří Moudrý,1;2,"23.11., 3.12.1987",,,Evropa,,,mix,mix,,,,no,
MWA,P203962,Svět nic neví,Svět nic neví,Svět nic neví,metal can,35 mm,,,#N/A,11;12,1.12.1987,,,Evropa,,,mix,mix,,,,no,
MWA,P203963,Svět nic neví,Svět nic neví,Svět nic neví,metal can,35 mm,Pyral,,#N/A,7;8,26.11.1987,,,Evropa,,,mix,mix,,,,no,
MWA,P203964,Svět nic neví,Svět nic neví,Svět nic neví,metal can,35 mm,Pyral,,#N/A,5;6,"26.11.1987, 3.12.1987",,,Evropa,,,mix,mix,,,,no,
MWA,P204581,Sígnum Laudis,Sígnum Laudis,Signum laudis,metal can,35 mm,Orwo,,#N/A,7;8,,,,Přepisové studio 16mm,CR-1,,přepis mezinárodních pásů hudba,přepis,,,hudba,no,
MWA,P204582,Sígnum Laudis,Sígnum Laudis,Signum laudis,metal can,35 mm,Orwo,,#N/A,5;6,17.6.1981,,,Přepisové studio 16mm,CR-1,,přepis mezinárodních pásů ruchy,přepis,,,ruchy,no,
MWA,P204583,Sígnum Laudis,Sígnum Laudis,Signum laudis,metal can,35 mm,Orwo,,#N/A,9;10,17.6.1981,,,Přepisové studio 16mm,CR-1,,přepis mezinárodních pásů ruchy,přepis,,,ruchy,no,
MWA,P204584,Sígnum Laudis,Sígnum Laudis,Signum laudis,metal can,35 mm,Orwo,,#N/A,11,17.6.1981,,,Přepisové studio 16mm,CR-1,,přepis mezinárodních pásů ruchy,přepis,,,ruchy,no,
MWA,P204865,Sígnum Laudis,Sígnum Laudis,Signum laudis,metal can,35 mm,Orwo,,#N/A,5;6,,,,Přepisové studio 16mm,CPR-1,,přepis mezinárodních pásů hudba,přepis,,,hudba,no,
MWA,P204585,Sígnum Laudis,Sígnum Laudis,Signum laudis,metal can,35 mm,Orwo,,#N/A,3;4,17.6.1981,,,Přepisové studio 16mm,CR-1,,přepis mezinárodních pásů ruchy,přepis,,,ruchy,no,
MWA,P204586,Sígnum Laudis,Sígnum Laudis,Signum laudis,metal can,35 mm,Orwo,,#N/A,1;2,,,,Přepisové studio 16mm,CR-1,,přepis mezinárodních pásů ruchy,přepis,,,ruchy,no,
MWA,P202434,Sýkorka,Sýkorka,Sýkorka,metal can,35 mm,Pyral,Kulí,,5;7,10.12.1991,,,,,,MP-ruchy,mezinárodní pás,,,ruchy,no,
MWA,P204419,Sýkorka,Sýkorka,Sýkorka,metal can,35 mm,,Kuli,,2;4,10.12.1991,,,,,,MP-ruch,mezinárodní pás,,,ruchy,no,
MWA,P202438,Sýkorka,Sýkorka,Sýkorka,metal can,35 mm,Pyral,Kulí,,1;3,10.12.1991,,,,,,MP-hudba,mezinárodní pás,,,hudba,no,
MWA,P204420,Sýkorka,Sýkorka,Sýkorka,metal can,35 mm,Pyral,Kuli,,6;8,10.12.1992,,,,,,MP-hudba,mezinárodní pás,,,hudba,no,
MWA,P202437,Sýkorka,Sýkorka,Sýkorka,metal can,35 mm,Pyral,Kulí,,5;7,10.12.1991,,,,,,MP-hudba,mezinárodní pás,,,hudba,no,
MWA,P202439,Sýkorka,Sýkorka,Sýkorka,metal can,35 mm,Pyral,Kulí,,9,10.12.1991,,,,,,MP-ruch,mezinárodní pás,,,ruchy,no,
MWA,P202440,Sýkorka,Sýkorka,Sýkorka,metal can,35 mm,Pyral,Kulí,,6;8,10.12.1991,,,,,,MP-ruch,mezinárodní pás,,,ruchy,no,
MWA,P202436,Sýkorka,Sýkorka,Sýkorka,metal can,35 mm,Pyral,Kulí,,1;3,10.12.1991,,,,,,MP-ruchy,mezinárodní pás,,,ruchy,no,
MWA,P202435,Sýkorka,Sýkorka,Sýkorka,metal can,35 mm,Pyral,Kulí,,9,10.12.1991,,,,,,MP-hudba,mezinárodní pás,,,hudba,no,
MWA,P203664,Ta naše písnička česká,Ta naše písnička česká,Ta naše písnička česká,metal can,35 mm,Pyral,,#N/A,9;10,,,,,,,mez. pás hudba,mezinárodní pás,,,hudba,no,
MWA,P203661,Ta naše písnička česká,Ta naše písnička česká,Ta naše písnička česká,metal can,35 mm,Pyral,,#N/A,5;6,,,,,,,mez. pás hudba,mezinárodní pás,,,hudba,no,
MWA,P203665,Ta naše písnička česká,Ta naše písnička česká,Ta naše písnička česká,metal can,35 mm,Pyral,,#N/A,1;2,,,,,,,mez. pás hudba,mezinárodní pás,,,hudba,no,
MWA,P203660,Ta naše písnička česká,Ta naše písnička česká,Ta naše písnička česká,metal can,35 mm,Pyral,,#N/A,1;11,,,,,,,mez. pás. ruchy,mezinárodní pás,,,ruchy,no,
MWA,P203663,Ta naše písnička česká,Ta naše písnička česká,Ta naše písnička česká,metal can,35 mm,Pyral,,#N/A,11,,,,,,,mez. pás hudba + zpěv,mezinárodní pás,,,hudba; zpěv,yes,
MWA,P203662,Ta naše písnička česká,Ta naše písnička česká,Ta naše písnička česká,metal can,35 mm,Pyral,,#N/A,1;2,,,,,,,mez. pás. ruchy,mezinárodní pás,,,ruchy,no,
MWA,P203658,Ta naše písnička česká,Ta naše písnička česká,Ta naše písnička česká,metal can,35 mm,Pyral,,#N/A,7;8,,,,,,,mez. pás ruchy,mezinárodní pás,,,ruchy,no,
MWA,P203657,Ta naše písnička česká,Ta naše písnička česká,Ta naše písnička česká,metal can,35 mm,Pyral,,#N/A,9;10,,,,,,,mez. pás ruchy,mezinárodní pás,,,ruchy,no,
MWA,P203659,Ta naše písnička česká,Ta naše písnička česká,Ta naše písnička česká,metal can,35 mm,Pyral,,#N/A,3;4,,,,,,,mez. pás hudba,mezinárodní pás,,,hudba,no,
MWA,P202086,Tajemství hradu v Karpatech,Tajemství hradu v Karpatech,Tajemství hradu v Karpatech,metal can,35 mm,ORWO,,#N/A,5;6,5.5.1981,,,Evropa,CPR I.,,mez. pás ruchy,mezinárodní pás,,,ruchy,no,
MWA,P202026,Tajemství hradu v Karpatech,Tajemství hradu v Karpatech,Tajemství hradu v Karpatech,metal can,35 mm,,,#N/A,7;8,"23./24.7.1981, 6.5.1981",,,,,,mezinárodní pasy hudba se zpěvem,mezinárodní pás,,,hudba; zpěv,yes,
MWA,P202027,Tajemství hradu v Karpatech,Tajemství hradu v Karpatech,Tajemství hradu v Karpatech,metal can,35 mm,,,#N/A,4,23.7./24.7.1981,,,,,,"mezinárodní pasy hudba, bez zpěvu",mezinárodní pás,,,hudba; zpěv,yes,
MWA,P202028,Tajemství hradu v Karpatech,Tajemství hradu v Karpatech,Tajemství hradu v Karpatech,metal can,35 mm,,,#N/A,5;6,"5.5.1981, 24.7.1981",,,Evropa,Ilford,,mez. pás hudba,mezinárodní pás,,,hudba,no,
MWA,P202031,Tajemství hradu v Karpatech,Tajemství hradu v Karpatech,Tajemství hradu v Karpatech,metal can,35 mm,,Ing. J. Lenoch,Jiří Lenoch,1,30.4.1981 (24.7.1981),,,Evropa,,,mez. pás hudba se zpěvem,mezinárodní pás,,,hudba; zpěv,yes,
MWA,P202033,Tajemství hradu v Karpatech,Tajemství hradu v Karpatech,Tajemství hradu v Karpatech,metal can,35 mm,,,#N/A,9;10,"24.7.1981, 7/8.5.1981",,,Evropa,Ilford,,mezinárodní pasy hudba se zpěvem,mezinárodní pás,,,hudba; zpěv,yes,
MWA,P202035,Tajemství hradu v Karpatech,Tajemství hradu v Karpatech,Tajemství hradu v Karpatech,metal can,35 mm,35 mm,,#N/A,3;4,24.7.1981,,,Evropa,Ilford,,mezinárodní pasy hudba se zpěvem,mezinárodní pás,,,hudba; zpěv,yes,
MWA,P202036,Tajemství hradu v Karpatech,Tajemství hradu v Karpatech,Tajemství hradu v Karpatech,metal can,35 mm,ORWO,,#N/A,1,"18.6.1981, 24.7.1981",,,Studio II,CPR I,,mez. pás ruchy,mezinárodní pás,,,ruchy,no,
MWA,P202084,Tajemství hradu v Karpatech,Tajemství hradu v Karpatech,Tajemství hradu v Karpatech,metal can,35 mm,,,#N/A,,,,,,,,,,,,,,
MWA,P202039,Tajemství hradu v Karpatech,Tajemství hradu v Karpatech,Tajemství hradu v Karpatech,metal can,35 mm,ORWO,,#N/A,7;8,"6.5.1981, (24.7.1981)",,,Evropa,CPR I,,mez. pás ruchy,mezinárodní pás,,,ruchy,no,
MWA,P202040,Tajemství hradu v Karpatech,Tajemství hradu v Karpatech,Tajemství hradu v Karpatech,metal can,35 mm,,,#N/A,11,"8.5.1981, (24.7.1981)",,,Evropa,Ilford 35,,mez. pás hudba se zpěvem,mezinárodní pás,,,hudba; zpěv,yes,
MWA,P202098,Tajemství hradu v Karpatech,Tajemství hradu v Karpatech,Tajemství hradu v Karpatech,metal can,35 mm,ORWO,,#N/A,3;4,4.5./24.7.1981,,,Evropa,CPR-I.,,mez. pasy ruchy,mezinárodní pás,,,ruchy,no,
MWA,P202034,Tajemství hradu v Karpatech,Tajemství hradu v Karpatech,Tajemství hradu v Karpatech,metal can,35 mm,,,#N/A,7,24.7.1981,,,,,,mezinárodní pasy hudba bez zpěvu,mezinárodní pás,,,hudba; zpěv,yes,
MWA,P202043,Tajemství hradu v Karpatech,Tajemství hradu v Karpatech,Tajemství hradu v Karpatech,metal can,35 mm,ORWO,,#N/A,7,18.6./24.7.1981,,,Studio II,CPR I,,mezinárodní pás ruchy,mezinárodní pás,,,ruchy,no,
MWA,P202092,Tajemství hradu v Karpatech,Tajemství hradu v Karpatech,Tajemství hradu v Karpatech,metal can,35 mm,ORWO,,#N/A,2,30.4./24.7.1981,,,Evropa,,,mez. pás hudba se zpěvem,mezinárodní pás,,,hudba; zpěv,yes,
MWA,P202038,Tajemství hradu v Karpatech,Tajemství hradu v Karpatech,Tajemství hradu v Karpatech,metal can,35 mm,ORWO,,#N/A,11,"8.5.1981, (24.7.1981)",,,Evropa,CPR I,,mez. pás ruchy,mezinárodní pás,,,ruchy,no,
MWA,P204860,Tajemství ocelového města,Tajemství ocelového města,Tajemství Ocelového města,metal can,35 mm,Orwo,,#N/A,7;8,16.11.1983,,,Přepis. studio,,,mez. pás hudba,mezinárodní pás,,,hudba,no,
MWA,P203993,Tajemství ocelového města,Tajemství ocelového města,Tajemství Ocelového města,metal can,35 mm,ORWO,,#N/A,3;4,16.11.1983,,,Přepisové studio,,,mez. pás ruchy,mezinárodní pás,,,ruchy,no,
MWA,P203994,Tajemství ocelového města,Tajemství ocelového města,Tajemství Ocelového města,metal can,35 mm,ORWO,,#N/A,7;8,16.11.1983,,,Přepisové studio,,,mez. pás ruchy,mezinárodní pás,,,ruchy,no,
MWA,P204235,Tajemství ocelového města,Tajemství ocelového města,Tajemství Ocelového města,metal can,35 mm,ORWO,,#N/A,9;10,16.11.1983,,,Přepis studio,,,mez. pás ruchy,mezinárodní pás,,,ruchy,no,
MWA,P203996,Tajemství ocelového města,Tajemství ocelového města,Tajemství Ocelového města,metal can,35 mm,ORWO,,#N/A,5;6,16.11.1983,,,Přepisové studio,,,mez. pás ruchy,mezinárodní pás,,,ruchy,no,
MWA,P204721,Tajemství ocelového města,Tajemství ocelového města,Tajemství Ocelového města,metal can,35 mm,Orwo,,#N/A,5;6,16.11.1983,,,Přepis. studio,,,mez. pás hudba,mezinárodní pás,,,hudba,no,
MWA,P203995,Tajemství ocelového města,Tajemství ocelového města,Tajemství Ocelového města,metal can,35 mm,ORWO,,#N/A,1;2,16.11.1983,,,Přepisové studio,,,mez. pás ruchy,mezinárodní pás,,,ruchy,no,
MWA,P204722,Tajemství ocelového města,Tajemství ocelového města,Tajemství Ocelového města,metal can,35 mm,Orwo,,#N/A,9;10,16.11.1983,,,Přepis. studio,,,mez. pás hudba,mezinárodní pás,,,hudba,no,
MWA,P204723,Tajemství ocelového města,Tajemství ocelového města,Tajemství Ocelového města,metal can,35 mm,Orwo,,#N/A,1;2,16.11.1983,,,Přepis. studio,,,mez. pás hudba,mezinárodní pás,,,hudba,no,
MWA,P204724,Tajemství ocelového města,Tajemství ocelového města,Tajemství Ocelového města,metal can,35 mm,Orwo,,#N/A,3;4,16.11.1983,,,Přepis. studio,,,mez. pás hudba,mezinárodní pás,,,hudba,no,
MWA,P203268,Tichý společník,Tichý společník,Tichý společník,metal can,35 mm,ORWO 205 LN,,#N/A,4,"11.11., 17.11.1988",,,Evropa,,,mix,mix,,,,no,
