zdroj,ID,titul_verbatim,normed,gpt_ais,obal,formát,typ materiálu,zvuk / sound (on box),zvukař_cleaned,díl,ozvučen dne,středisko,úsek,aparatura,materiál,číslo krabice,obsah_verbatim,recording_technical_cs,recording_secondary_cs,recording_tertiary_cs,recording_content_cs,recording_has_multiple_content,recording_language
MWA,P203541,Anděl s Ďáblem v těle,Anděl s ďáblem v těle,Anděl s ďáblem v těle,metal can,35 mm,,,#N/A,2,2.8.,,,Evropa,Ilford 35IA,,mix,mix,,,,no,
MWA,P203576,Anděl šťastné smrti,Anděl šťastné smrti,Anděl blažené smrti,paper box,"1/​4""",Agfa PER 525,,#N/A,,,,,,,,,,,,,,
MWA,P202751,Anna proletářka,Anna proletářka,Anna proletářka,metal can,35 mm,ORWO,,#N/A,5,30.12.1980,,,Studio II,,,mez. pas hudba,mezinárodní pás,,,hudba,no,
MWA,P202754,Anna proletářka,Anna proletářka,Anna proletářka,metal can,,,D. Šrámek,Dobroslav Šrámek,1,30.12.1980,,,Studio II,,,mez. pas hudba,mezinárodní pás,,,hudba,no,
MWA,P202747,Anna proletářka,Anna proletářka,Anna proletářka,metal can,35 mm,ORWO,,#N/A,3,29.12.1980,,,Studio II,C,,mez. pás hudba,mezinárodní pás,,,hudba,no,
MWA,P202749,Anna proletářka,Anna proletářka,Anna proletářka,metal can,35 mm,ORWO,,#N/A,2,29.12.1980,,,Studio II,,,mez. pás hudba,mezinárodní pás,,,hudba,no,
MWA,P202752,Anna proletářka,Anna proletářka,Anna proletářka,metal can,35 mm,ORWO,,#N/A,7,30.12.1980,,,Studio II,,,mez. pas hudba,mezinárodní pás,,,hudba,no,
MWA,P202750,Anna proletářka,Anna proletářka,Anna proletářka,metal can,,ORWO,D. Šrámek,Dobroslav Šrámek,1,29.12.1980,,,Studio II,,,mez. pás hudba,mezinárodní pás,,,hudba,no,
MWA,P202753,Anna proletářka,Anna proletářka,Anna proletářka,metal can,,ORWO 202,,#N/A,5,29.12.1980,,,Studio II,,,mez. pas hudba,mezinárodní pás,,,hudba,no,
NFA,p-100837,Ano,Ano,Ano,paper box,35 mm,ORWO 206 LN,-,,1,27.9.84,-,-,Evropa,CPR-I,KF,mix,mix,,,,no,
NFA,p-100078,Ano,Ano,Ano,paper box,35 mm,ORWO 206 LN,-,,1,27.9.1984,-,-,Evropa,CPR-I,KF,mez. pás,mezinárodní pás,,,,no,
MWA,P202241,Anthonyho šance,Anthonyho šance,Antonyho šance,metal can,35 mm,ORWO,,#N/A,1;9,"11.1986, 3/4",,,,,95006,"M.P. ruchy I,",mezinárodní pás,,,ruchy,no,
MWA,P203640,Antonyho šance,Antonyho šance,Antonyho šance,metal can,35 mm,ORWO,,#N/A,3,2.4.1986,,,,,,mix,mix,,,,no,
MWA,P203642,Antonyho šance,Antonyho šance,Antonyho šance,metal can,35 mm,ORWO,,#N/A,8,2.4.,,,,,,mix,mix,,,,no,
MWA,P203641,Antonyho šance,Antonyho šance,Antonyho šance,metal can,35 mm,ORWO,,#N/A,1;2,1.4.1986,,,,,,M.P. ruchy,mezinárodní pás,,,ruchy,no,
MWA,P203639,Antonyho šance,Antonyho šance,Antonyho šance,metal can,35 mm,,,#N/A,4,2.4.1986,,,,,,mix,mix,,,,no,
MWA,P203638,Antonyho šance,Antonyho šance,Antonyho šance,metal can,35 mm,ORWO,,#N/A,7;8,2.4.1986,,,,,,M.P. ruchy,mezinárodní pás,,,ruchy,no,
MWA,P203637,Antonyho šance,Antonyho šance,Antonyho šance,metal can,35 mm,ORWO,,#N/A,,7.4.1986,,,Evropa,CPR-I,,mez. pás ruchy I,mezinárodní pás,,,ruchy,no,
MWA,P203636,Antonyho šance,Antonyho šance,Antonyho šance,metal can,35 mm,ORWO,J. Moudrý,Jiří Moudrý,1,,,,,,,mix,mix,,,,no,
MWA,P203643,Antonyho šance,Antonyho šance,Antonyho šance,metal can,35 mm,ORWO,,#N/A,9,3.4.,,,,,,mix,mix,,,,no,
MWA,P204713,Ariki tvu koihu,Ariki tvu koihu,Ariki tuu koihu,paper box,35 mm,Orwo,K. Cajthaml,Karel Cajthaml,1;2,24.10.1988,3220,,,,,mix,mix,,,,no,
MWA,P205062,Ariki tvu koihu,Ariki tvu koihu,Ariki tuu koihu,paper box,35 mm,Orwo,K. Cajthaml,Karel Cajthaml,1;2,24.10.1988,3220,,,,,Mix - anglická  v.,mix,verze,,,no,en
MWA,P204714,Ariki tvu koihu,Ariki tvu koihu,Ariki tuu koihu,paper box,35 mm,Orwo,K. Cajthaml,Karel Cajthaml,1;2,24.10.1988,3220,,,,,mix,mix,,,,no,
MWA,P204453,Armáda daleká i blízká,Armáda daleká i blízká,Armáda daleká i blízká,metal can,35 mm,Orwo 202,,#N/A,1;2,,,,,,,MMP mix hudba,mezinárodní pás,,,hudba,no,
MWA,P204452,"Armáda daleká i blízká, Vietnam","Armáda daleká i blízká, Vietnam",Armáda daleká i blízká,metal can,35 mm,Orwo 202,,#N/A,1;2,,,,,,,MMP mix,mezinárodní pás,,,,no,
MWA,P204156,Atentát,Atentát,Atentát,metal can,35 mm,,,#N/A,2,,,,,,,mez. pás hudba,mezinárodní pás,,,hudba,no,
MWA,P204580,Atentát,Atentát,Atentát,metal can,35 mm,,,#N/A,8,,,,Přepisové studio,,,hudba,magnetický záznam,,,hudba,no,
MWA,P204157,Atentát,Atentát,Atentát,metal can,35 mm,,Kejř,Jiří Kejř,1,,,,,,,mez. pás hudba,mezinárodní pás,,,hudba,no,
MWA,P204578,Atentát,Atentát,Atentát,metal can,35 mm,Orwo,,#N/A,6;7,26.11.1964,,,Evropa,CR-1,,mezinár. pás dialog,mezinárodní pás,,,dialog,no,
MWA,P204158,Atentát,Atentát,Atentát,metal can,35 mm,,,#N/A,1;2,5.1.1964,,,Evropa,CPR-I,,mez. pás ruchy,mezinárodní pás,,,ruchy,no,
MWA,P204160,Atentát,Atentát,Atentát,metal can,35 mm,ORWO,,#N/A,2;11,3.12.1964,,,Evropa,CPR-I,,mez. pás ruchy,mezinárodní pás,,,ruchy,no,
MWA,P204161,Atentát,Atentát,Atentát,metal can,35 mm,ORWO,,#N/A,6;10,26.11.1964,,,Evropa,CPR-I,,"mez. pás ruchy, vormix",mezinárodní pás,vormix,,ruchy,no,
MWA,P204162,Atentát,Atentát,Atentát,metal can,35 mm,ORWO,,#N/A,7;8,30.11.1964,,,Evropa,CPR-I,,mez. pás ruchy,mezinárodní pás,,,ruchy,no,
MWA,P204163,Atentát,Atentát,Atentát,metal can,35 mm,ORWO,,#N/A,4,,,,,,,mez. pás ruchy,mezinárodní pás,,,ruchy,no,
MWA,P204164,Atentát,Atentát,Atentát,metal can,35 mm,ORWO,,#N/A,3;9,3.12.1964,,,Evropa,CPR-I,,mez. pás ruchy,mezinárodní pás,,,ruchy,no,
MWA,P204579,Atentát,Atentát,Atentát,metal can,35 mm,Orwo,,#N/A,9;10,1.12.1964,,,Evropa,CR-1,,mezinár. pás dialog,mezinárodní pás,,,dialog,no,
MWA,P204165,Atentát,Atentát,Atentát,metal can,35 mm,ORWO,,#N/A,4,,,,,,,mez. pás hudba,mezinárodní pás,,,hudba,no,
MWA,P204159,Atentát,Atentát,Atentát,metal can,35 mm,ORWO,,#N/A,4;5,23.11.1964,,,Evropa,CPR-I,,mez. pás ruchy,mezinárodní pás,,,ruchy,no,
MWA,P204576,Atentát,Atentát,Atentát,metal can,35 mm,,,#N/A,11,,,,Přepis. studio,,,mezpás hudba,mezinárodní pás,,,hudba,no,
MWA,P204167,Atentát,Atentát,Atentát,metal can,35 mm,ORWO,,#N/A,3;5,5.1.1964,,,Evropa,CPR-I,,"mezinár. pás,",mezinárodní pás,,,,no,
MWA,P204577,Atentát,Atentát,Atentát,metal can,35 mm,Orwo,,#N/A,10,,,,,,,mezpás hudba,mezinárodní pás,,,hudba,no,
MWA,P204166,Atentát,Atentát,Atentát,metal can,35 mm,ORWO,,#N/A,11;1,3.12.1964,,,Evropa,CPR-I,,mezinárodní pás dialog + ruchy,mezinárodní pás,,,ruchy; dialog,yes,
MWA,P203368,Atomová katedrála,Atomová katedrála,Atomová katedrála,metal can,35 mm,,,#N/A,,25.9.1984,,,Evropa,Ilford,,mix,mix,,,,no,
MWA,P203369,Atomová katedrála,Atomová katedrála,Atomová katedrála,metal can,35 mm,,Ing. Jaroš,Karel Jaroš,1;4,19.9.,,,Evropa,Ilford,,mix,mix,,,,no,
MWA,P203370,Atomová katedrála,Atomová katedrála,Atomová katedrála,metal can,35 mm,,,#N/A,5;6,"19.9., 20.9.",,,Evropa,Ilford,,mix,mix,,,,no,
MWA,P203371,Atomová katedrála,Atomová katedrála,Atomová katedrála,metal can,35 mm,,,#N/A,2;3,"24.9.1984, 25.9.",,,Evropa,Ilford,,mix,mix,,,,no,
MWA,P204647,Automat na přání,Automat na přání,Automat na přání,metal can,35 mm,,,#N/A,5,,,,,,6406,,,,,,,
MWA,P204648,Automat na přání,Automat na přání,Automat na přání,metal can,35 mm,,,#N/A,4,,,,,,6406,,,,,,,
MWA,P204649,Automat na přání,Automat na přání,Automat na přání,metal can,35 mm,,,#N/A,7;8,23.6.1971,,,Sitral,Orwo,6406,hudba,magnetický záznam,,,hudba,no,
MWA,P204651,Automat na přání,Automat na přání,Automat na přání,metal can,35 mm,,,#N/A,1;2,23.6.1971,,,Sitral,Orwo,640,mez. mích. pás hudba,mezinárodní pás,,,hudba,no,
MWA,P204650,Automat na přání,Automat na přání,Automat na přání,metal can,35 mm,,,#N/A,,22.6.1971,,,Sitral,Orwo,18605,,,,,,,
MWA,P204960,Automatická diagnostika baterií,Automatická diagnostika baterií,Automatická diagnostika bakterií,paper box,16 mm,Orwo 205LN,Ing. Děták,Jaroslav Děták,,11.6.1987,3282,,,,,Mezmix,mezinárodní pás,,,,no,
MWA,P205021,Automatizace v projektování,Automatizace v projektování,Automatizace projektování ve stavebnictví,paper box,16 mm,Orwo 205LN,Ing. Děták,Jaroslav Děták,,23.9.1988,3282,,,,,Mezmix,mezinárodní pás,,,,no,
NFA,p-100511,Autoportrét,Autoportrét,Autoportrét,paper box,35 mm,ORWO 205 LN,-,,1,9.8.1988,-,-,studio II,-,-,originál mix,mix,originál,,,no,
NFA,p-100760,Autoportrét,Autoportrét,Autoportrét,paper box,35 mm,ORWO 205 LN,-,,-,08.12.1988,-,-,studio II,-,-,mix česká verze,mix,verze,,,no,cs
NFA,p-100535,Autoportrét,Autoportrét,Autoportrét,paper box,35 mm,ORWO 206 LN,-,,1,19.11.1988,-,-,-,-,-,mix přepis,mix,přepis,,,no,
NFA,p-100966,Ať žije myš,Ať žije myš,Ať žije myš,metal box,35 mm,MB - Pyral (35 mm),-,,-,10.11.,-,-,Evropa,-,-,mix přepis,mix,přepis,,,no,
NFA,p-101447,Ať žije myš,Ať žije myš,Ať žije myš,metal box,35 mm,MB - Pyral (35 mm),-,,-,10.11.,-,-,Evropa,-,-,mix,mix,,,,no,
MWA,P203693,Ať žijí duchové,Ať žijí duchové,Ať žijí duchové!,metal can,35 mm,ORWO,,#N/A,9;10,,,,,,,hudba,magnetický záznam,,,hudba,no,
MWA,P204418,Ať žijí duchové,Ať žijí duchové,Ať žijí duchové!,metal can,35 mm,ORWO,,#N/A,5;6,,,,Přepisové studio 16mm,,,hudba,magnetický záznam,,,hudba,no,
MWA,P201609,Ať žijí duchové,Ať žijí duchové,Ať žijí duchové!,metal can,35 mm,ORWO,,#N/A,7;8,"7.7.1977, 9.2.1977",,,Evropa,CPR,,"mez. pas ruchy, vormix ruchy",mezinárodní pás,vormix,,ruchy,no,
MWA,P201721,Ať žijí duchové,Ať žijí duchové,Ať žijí duchové!,metal can,35 mm,ORWO,,#N/A,10,9.11.1977,,,Evropa,,,mez. pás hudba se zpěvem,mezinárodní pás,,,hudba; zpěv,yes,
MWA,P203694,Ať žijí duchové,Ať žijí duchové,Ať žijí duchové!,metal can,35 mm,ORWO,,#N/A,5;6,,,,,,,mezin. pásy ruchy,mezinárodní pás,,,ruchy,no,
MWA,P201723,Ať žijí duchové,Ať žijí duchové,Ať žijí duchové!,metal can,35 mm,,,#N/A,1;2,1.2. 1977,,,Evropa,Ilford,,mezinár. pásy hudba se zpěvem,mezinárodní pás,,,hudba; zpěv,yes,
MWA,P204416,Ať žijí duchové,Ať žijí duchové,Ať žijí duchové!,metal can,35 mm,ORWO,,#N/A,7;8,,,,Přepisové studio 16mm,,,ruchy,magnetický záznam,,,ruchy,no,
MWA,P203691,Ať žijí duchové,Ať žijí duchové,Ať žijí duchové!,metal can,35 mm,,,#N/A,9;10,,,,,,,mezin. pásy ruchy,mezinárodní pás,,,ruchy,no,
MWA,P201601,Ať žijí duchové,Ať žijí duchové,Ať žijí duchové!,metal can,35 mm,ORWO,,#N/A,3;4,11.2.1977,,,Evropa,CPR,,mez. pás ruchy,mezinárodní pás,,,ruchy,no,
MWA,P203690,Ať žijí duchové,Ať žijí duchové,Ať žijí duchové!,metal can,35 mm,,,#N/A,1;2,,,,,,,hudba,magnetický záznam,,,hudba,no,
MWA,P203689,Ať žijí duchové,Ať žijí duchové,Ať žijí duchové!,metal can,35 mm,ORWO,,#N/A,7;8,,,,,,,hudba,magnetický záznam,,,hudba,no,
MWA,P202134,Ať žijí duchové,Ať žijí duchové,Ať žijí duchové!,metal can,35 mm,ORWO,,#N/A,8,8.2.1977,,,Evropa,Ilf,,mez. pás hudba,mezinárodní pás,,,hudba,no,
MWA,P203688,Ať žijí duchové,Ať žijí duchové,Ať žijí duchové!,metal can,35 mm,ORWO,,#N/A,6;7,,,,,,,hudba + zpěv,magnetický záznam,,,hudba; zpěv,yes,
MWA,P203687,Ať žijí duchové,Ať žijí duchové,Ať žijí duchové!,metal can,35 mm,ORWO,,#N/A,3;4,,,,,,,hudba + zpěv,magnetický záznam,,,hudba; zpěv,yes,
MWA,P203692,Ať žijí duchové,Ať žijí duchové,Ať žijí duchové!,metal can,35 mm,ORWO,,#N/A,1;2,,,,,,,mezin. pásy ruchy,mezinárodní pás,,,ruchy,no,
MWA,P202135,Ať žijí duchové,Ať žijí duchové,Ať žijí duchové!,metal can,35 mm,,,#N/A,9,8.2.1977,,,Evropa,Ilford 35,,mez. pás hudba se zpěvem,mezinárodní pás,,,hudba; zpěv,yes,
MWA,P203685,Ať žijí duchové,Ať žijí duchové,Ať žijí duchové!,metal can,35 mm,ORWO,,#N/A,9;10,,,,,,,hudba + zpěv,magnetický záznam,,,hudba; zpěv,yes,
MWA,P202139,Ať žijí duchové,Ať žijí duchové,Ať žijí duchové!,metal can,35 mm,,,#N/A,6;7,4.2.,,,Evropa,Ilford,,mez. pás hudba se zpěvem,mezinárodní pás,,,hudba; zpěv,yes,
MWA,P202141,Ať žijí duchové,Ať žijí duchové,Ať žijí duchové!,metal can,35 mm,,,#N/A,9;10,9.2.1977,,,Evropa,Ilford 35,,mez. pás hudba bez zpěvu,mezinárodní pás,,,hudba; zpěv,yes,
MWA,P202144,Ať žijí duchové,Ať žijí duchové,Ať žijí duchové!,metal can,35 mm,ORWO,,#N/A,5,1977,,,,,,mez. hudba 1 pás,magnetický záznam,,,hudba,no,
MWA,P201602,Ať žijí duchové,Ať žijí duchové,Ať žijí duchové!,metal can,35 mm,,,#N/A,9;10,9.2.1977,,,Evropa,CPR - I,,mez. pas ruchy,mezinárodní pás,,,ruchy,no,
MWA,P201604,Ať žijí duchové,Ať žijí duchové,Ať žijí duchové!,metal can,35 mm,ORWO,,#N/A,5;6,"9.2.1977, 11.2.1977",,,Evropa,CPR,,mez. pás ruchy,mezinárodní pás,,,ruchy,no,
MWA,P204417,Ať žijí duchové,Ať žijí duchové,Ať žijí duchové!,metal can,35 mm,ORWO,,#N/A,3;4,,,,Přepisové studio 16mm,,,hudba + zpěv,magnetický záznam,,,hudba; zpěv,yes,
MWA,P203686,Ať žijí duchové,Ať žijí duchové,Ať žijí duchové!,metal can,35 mm,ORWO,,#N/A,3;4,,,,,,,ruchy,magnetický záznam,,,ruchy,no,
MWA,P201605,Ať žijí duchové,Ať žijí duchové,Ať žijí duchové!,metal can,35 mm,,,#N/A,3;4,"9.2.1977, 11.11.1977",,,Evropa,Ilford 35,,mez.pás hudba bez zpěvu,mezinárodní pás,,,hudba; zpěv,yes,
MWA,P201608,Ať žijí duchové,Ať žijí duchové,Ať žijí duchové!,metal can,35 mm,,,#N/A,3;4,2.2.1977,,,Evropa,Ilford 35,,mezinár. pasy hudba se zpěvem,mezinárodní pás,,,hudba; zpěv,yes,
MWA,P201606,Ať žijí duchové,Ať žijí duchové,Ať žijí duchové!,metal can,35 mm,,Ing. Jiří Lenoch,Jiří Lenoch,1;2,11.2.1977,,,Evropa,Ilford 35,,mez. pás hudba bez zpěvu,mezinárodní pás,,,hudba; zpěv,yes,
MWA,P201607,Ať žijí duchové,Ať žijí duchové,Ať žijí duchové!,metal can,35 mm,,,#N/A,6;7,9.2.1977,,,Evropa,Ilford 35,,mp hudba bez zpěvu,mezinárodní pás,,,hudba; zpěv,yes,
MWA,P204415,Ať žijí duchové,Ať žijí duchové,Ať žijí duchové!,metal can,35 mm,,,#N/A,2;3;1,,,,Přepisové studio 16mm,,,hudba + zpěv,magnetický záznam,,,hudba; zpěv,yes,
MWA,P202138,Ať žijí duchové,Ať žijí duchové,Ať žijí duchové!,metal can,35 mm,ORWO,,#N/A,1;2,11.2.1977,,,Evropa,CPR I.,,mez. pás ruchy,mezinárodní pás,,,ruchy,no,
MWA,P204080,Až do konce,Až do konce,Až do konce,metal can,35 mm,,,#N/A,5,26.11.1984,,,Evropa,Ilford,,mix,mix,,,,no,
MWA,P204079,Až do konce,Až do konce,Až do konce,metal can,35 mm,,,#N/A,2,22.11.1984,,,Evropa,Ilford,,mez. pás hudba,mezinárodní pás,,,hudba,no,
MWA,P204078,Až do konce,Až do konce,Až do konce,metal can,35 mm,ORWO,,#N/A,3,22.11.1984,,,Evropa,Ilford,,mez. pás hudba,mezinárodní pás,,,hudba,no,
MWA,P202826,Až do konce,Až do konce,Až do konce,metal can,35 mm,,,#N/A,6,21.11.1984,,,Evropa,Ilford,,mix,mix,,,,no,
MWA,P202827,Až do konce,Až do konce,Až do konce,metal can,35 mm,,,#N/A,3,22/24.11.1984,,,Evropa,Ilford,,mix,mix,,,,no,
MWA,P202828,Až do konce,Až do konce,Až do konce,metal can,35 mm,RZ800,,#N/A,8,21./28.11.1984,,,Evropa,Ilford,,mix,mix,,,,no,
MWA,P204296,Balada,Balada,Balada,paper box,"1/​4""",Agfa PER 525,,#N/A,,,,,,,,mix,mix,,,,no,
NFA,p-100404,Balada o zeleném dřevu,Balada o zeleném dřevu,Balada o zeleném dřevu,paper box,"1/​4""",Agfa PER 525,-,,-,25.8.1983,-,-,-,-,-,hudba stereo,magnetický záznam,,stereo,hudba,no,
NFA,p-100940,Balada o zeleném dřevu,Balada o zeleném dřevu,Balada o zeleném dřevu,metal box,35 mm,MB - ORWO (35 mm),-,,1,30.08,-,-,Evropa,CPR-I,KF,mix,mix,,,,no,
NFA,p-100195,Balada o zeleném dřevu,Balada o zeleném dřevu,Balada o zeleném dřevu,metal box,35 mm,MB - ORWO (35 mm),-,,-,30.08,-,-,Evropa,CPR-I,KF,mezinár. pásy,mezinárodní pás,,,,no,
MWA,P200089,Balada o zeleném dřevu,Balada o zeleném dřevu,Balada o zeleném dřevu,metal can,35 mm,MB - orwo (35 mm),-,,1,30.8.,-,-,EVROPA,CPR-I,KF,mez pás,mezinárodní pás,,,,no,
MWA,P205043,Barevnost,Barevnost,Barevnost,paper box,35 mm,Orwo 206LN,Ing. Astrug,Bejnamin Astrug,1;2,20.3.1987,3242,č.f. 426518,,,,Mezmix,mezinárodní pás,,,,no,
NFA,p-100571,Barevnost,Barevnost,Barevnost,paper box,35 mm,ORWO 206 LN,Ing. Astrug,Bejnamin Astrug,1; 2,20.3.1987,3242,č.f. 426518,-,-,-,mix,mix,,,,no,
MWA,P204447,Baron Prášil,Baron Prášil,Baron Prášil,metal can,35 mm,,,#N/A,11,2.3.1962,,,Evropa,C2/5,,přepis mix,mix,přepis,,,no,
MWA,P203539,Baron Prášil,Baron Prášil,Baron Prášil,metal can,35 mm,,,#N/A,7,2.3.1962,,,Evropa,CR/I.,430,přepis mix,mix,přepis,,,no,
MWA,P204449,Baron Prášil,Baron Prášil,Baron Prášil,metal can,35 mm,,,#N/A,10,2.3.1962,,,Evropa,C2/I,,přepis mix,mix,přepis,,,no,
MWA,P204448,Baron Prášil,Baron Prášil,Baron Prášil,metal can,35 mm,,,#N/A,9,2.3.1962,,,Evropa,CR/I,,přepis mix,mix,přepis,,,no,
MWA,P204446,Baron Prášil,Baron Prášil,Baron Prášil,metal can,35 mm,,,#N/A,4,3.3.1962,,,Evropa,C2/5,,přepis mix,mix,přepis,,,no,
MWA,P204445,Baron Prášil,Baron Prášil,Baron Prášil,metal can,35 mm,Agfa,,#N/A,1,,,,,,,přepis mix,mix,přepis,,,no,
MWA,P204444,Baron Prášil,Baron Prášil,Baron Prášil,metal can,35 mm,,,#N/A,6,2.3.1962,,,Evropa,C2/I,,přepis mix,mix,přepis,,,no,
MWA,P204443,Baron Prášil,Baron Prášil,Baron Prášil,metal can,35 mm,,,#N/A,8,2.3.1962,,,Evropa,C2/I,,přepis mix,mix,přepis,,,no,
MWA,P204440,Baron Prášil,Baron Prášil,Baron Prášil,metal can,35 mm,,,#N/A,5,2.3.1962,,,Evropa,CR,,přepis mix,mix,přepis,,,no,
MWA,P204442,Baron Prášil,Baron Prášil,Baron Prášil,metal can,35 mm,,,#N/A,2,2.3.1962,,,Evropa,C2/I,,přepis mix,mix,přepis,,,no,
MWA,P204441,Baron Prášil,Baron Prášil,Baron Prášil,metal can,35 mm,,,#N/A,3,2.3.1962,,,Evropa,C2/5,,přepis mix,mix,přepis,,,no,
NFA,p-101971,Bez potlesku,Bez potlesku,Bez potlesku,metal box,35 mm,MB - ORWO (35 mm),-,,,1981,-,-,-,-,-,zvuk,zvuk,,,,no,
MWA,P203045,Biokatalyzátory,Biokatalyzátory,Biokatalyzátory,paper box,16 mm,ORWO 205 LN,Ing. Děták,Jaroslav Děták,,8.6.1988,3282,,,,,mez.mix.,mezinárodní pás,,,,no,
MWA,P202947,Bloudění orientačního běžce,Bloudění orientačního běžce,Bloudění orientačního běžce,metal can,35 mm,Orwo,,#N/A,5,1.12.1985,,,,,,mix,mix,,,,no,
MWA,P202948,Bloudění orientačního běžce,Bloudění orientačního běžce,Bloudění orientačního běžce,metal can,35 mm,Orwo,,#N/A,2,,,,,,,mix,mix,,,,no,
MWA,P202949,Bloudění orientačního běžce,Bloudění orientačního běžce,Bloudění orientačního běžce,metal can,35 mm,Orwo,,#N/A,3,,,,,,,mix,mix,,,,no,
MWA,P202950,Bloudění orientačního běžce,Bloudění orientačního běžce,Bloudění orientačního běžce,metal can,35 mm,Orwo,,#N/A,8,,,,,,,mix,mix,,,,no,
MWA,P202951,Bloudění orientačního běžce,Bloudění orientačního běžce,Bloudění orientačního běžce,metal can,35 mm,Orwo,,#N/A,6,,,,,,,mix,mix,,,,no,
MWA,P202952,Bloudění orientačního běžce,Bloudění orientačního běžce,Bloudění orientačního běžce,metal can,35 mm,Orwo,,#N/A,9,,,,,,,mix,mix,,,,no,
MWA,P202953,Bloudění orientačního běžce,Bloudění orientačního běžce,Bloudění orientačního běžce,metal can,35 mm,Orwo,,#N/A,4,,,,,,,mix,mix,,,,no,
MWA,P202991,Bloudění orientačního běžce,Bloudění orientačního běžce,Bloudění orientačního běžce,metal can,35 mm,ORWO 35 mm,Böhm,Adolf Böhm,1,16.12.1985,,,,,,mix,mix,,,,no,
MWA,P202946,Bloudění orientačního běžce,Bloudění orientačního běžce,Bloudění orientačního běžce,metal can,35 mm,Orwo,,#N/A,7,,,,,,,mix,mix,,,,no,
MWA,P203134,Blázni a děvčátka,Blázni a děvčátka,Blázni a děvčátka,metal can,35 mm,,,#N/A,1,31.1.1989 (3.2.1989),,,Evropa,,,mix,mix,,,,no,
MWA,P203133,Blázni a děvčátka,Blázni a děvčátka,Blázni a děvčátka,metal can,35 mm,ORWO 205LN,,#N/A,5,1.2.1989 (3.2.1989),,,Evropa,,,mix,mix,,,,no,
MWA,P203528,Blázni a děvčátka,Blázni a děvčátka,Blázni a děvčátka,metal can,35 mm,,,#N/A,,"3.2.1989, 2.2.",,,Evropa,,,mix,mix,,,,no,
MWA,P203752,Blázni a děvčátka,Blázni a děvčátka,Blázni a děvčátka,paper box,35 mm,ORWO,,#N/A,7;8,,,,Přepisové studio,,,mez pás ruchy,mezinárodní pás,,,ruchy,no,
MWA,P203751,Blázni a děvčátka,Blázni a děvčátka,Blázni a děvčátka,paper box,35 mm,ORWO,,#N/A,2;7,23.7.1990,,,Přepisové studio,,,M.P. hudba,mezinárodní pás,,,hudba,no,
MWA,P203753,Blázni a děvčátka,Blázni a děvčátka,Blázni a děvčátka,paper box,35 mm,ORWO,,#N/A,1;2,,,,Přepisové studio,,,mez pás ruchy,mezinárodní pás,,,ruchy,no,
MWA,P203754,Blázni a děvčátka,Blázni a děvčátka,Blázni a děvčátka,paper box,35 mm,ORWO,,#N/A,9,,,,Přepisové studio,,,mez pás ruchy,mezinárodní pás,,,ruchy,no,
MWA,P203755,Blázni a děvčátka,Blázni a děvčátka,Blázni a děvčátka,paper box,35 mm,ORWO,,#N/A,9;1,23.7.1998,,,Přepisové studio,,,mez. pás hudba - základ,mezinárodní pás,,,hudba; základy,yes,
MWA,P203756,Blázni a děvčátka,Blázni a děvčátka,Blázni a děvčátka,paper box,35 mm,ORWO,,#N/A,5;6,,,,Přepisové studio,,,mez. pás hudba,mezinárodní pás,,,hudba,no,
MWA,P203758,Blázni a děvčátka,Blázni a děvčátka,Blázni a děvčátka,paper box,35 mm,ORWO,,#N/A,3;4,,,,Přepisové studio,,,mez. pás hudba,mezinárodní pás,,,hudba,no,
MWA,P203757,Blázni a děvčátka,Blázni a děvčátka,Blázni a děvčátka,paper box,35 mm,ORWO,,#N/A,5;6,,,,Přepisové studio,,,mez pás ruchy,mezinárodní pás,,,ruchy,no,
MWA,P203760,Blázni a děvčátka,Blázni a děvčátka,Blázni a děvčátka,paper box,35 mm,ORWO,,#N/A,3;4,,,,Přepisové studio,,,mez pás ruchy,mezinárodní pás,,,ruchy,no,
MWA,P203761,Blázni a děvčátka,Blázni a děvčátka,Blázni a děvčátka,paper box,35 mm,ORWO 207LN,,#N/A,7;8,,,,Přepisové studio,,,mez. pás hudba,mezinárodní pás,,,hudba,no,
MWA,P203517,Blázni a děvčátka,Blázni a děvčátka,Blázni a děvčátka,metal can,35 mm,ORWO,,#N/A,6,"3.2.1989, 1.2.",,,,,,mix,mix,,,,no,
MWA,P203759,Blázni a děvčátka,Blázni a děvčátka,Blázni a děvčátka,paper box,35 mm,ORWO,,#N/A,1;2,,,,Přepisové studio,,,mez. pás hudba + ruchy,mezinárodní pás,,,hudba; ruchy,yes,
MWA,P202764,Boj o Moskvu,Boj o Moskvu,"Boj o Moskvu První epocha Agrese, Boj o Moskvu Druhá epocha      Tajfun",metal can,35 mm,,,#N/A,1,24.2.,,,Evropa,Ilford,,mix,mix,,,,no,
MWA,P202851,Boj o Moskvu,Boj o Moskvu,"Boj o Moskvu První epocha Agrese, Boj o Moskvu Druhá epocha      Tajfun",metal can,35 mm,ORWO,,#N/A,3;4,,,,,,,mix,mix,,,,no,
MWA,P202258,Boj o Moskvu,Boj o Moskvu,"Boj o Moskvu První epocha Agrese, Boj o Moskvu Druhá epocha      Tajfun",metal can,35 mm,ORWO,ing. J. Lenoch,Jiří Lenoch,1;2,,,,,,,mix,mix,,,,no,
